Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Payment_Behaviour,Monthly_Balance,Credit_Score
33,Teacher,18827.29,9,6.0,32,3.0,31,24.0,12.54,10.0,Bad,1370.06,19.1,Yes,High_spent_Large_value_payments,322.36,0
33,Teacher,18827.29,9,6.0,32,3.0,31,24.0,5.539999999999999,10.0,Bad,1370.06,19.3,Yes,High_spent_Small_value_payments,268.0,0
33,Teacher,18827.29,9,6.0,32,3.0,31,24.0,15.54,10.0,Bad,1370.06,19.4,Yes,High_spent_Large_value_payments,332.36,0
42,Accountant,68266.3,7,4.0,10,3.0,25,9.0,8.32,2.0,Good,1145.17,29.1,No,High_spent_Medium_value_payments,456.12,1
42,Accountant,68266.3,7,4.0,10,3.0,25,9.0,8.32,2.0,Good,1145.17,29.11,No,Low_spent_Small_value_payments,128.99,1
42,Accountant,68266.3,7,4.0,10,3.0,25,12.0,8.32,2.0,Good,1145.17,30.0,No,Low_spent_Medium_value_payments,383.74,2
21,Architect,118462.56,2,3.0,2,2.0,7,8.0,3.81,5.0,Good,1404.39,28.6,No,Low_spent_Large_value_payments,548.64,2
28,Media_Manager,17926.7,6,3.0,7,2.0,24,11.0,23.6,6.0,Standard,1137.33,13.1,Yes,Low_spent_Medium_value_payments,272.89,1
28,Media_Manager,17926.7,6,3.0,7,2.0,20,10.0,19.6,6.0,Standard,1137.33,13.2,Yes,Low_spent_Medium_value_payments,298.99,1
32,Doctor,14219.02,10,5.0,23,7.0,38,15.0,19.86,8.0,Bad,3628.5,2.1,Yes,Low_spent_Small_value_payments,282.53,1
32,Doctor,14219.02,10,5.0,23,7.0,38,15.0,25.86,10.0,Bad,3628.5,3.0,Yes,Low_spent_Small_value_payments,177.77,2
32,Doctor,14219.02,10,5.0,23,7.0,38,14.0,25.86,10.0,Bad,3628.5,3.1,Yes,Low_spent_Large_value_payments,206.17,2
23,Media_Manager,18231.52,6,5.0,15,9.0,35,17.0,1.83,7.0,Bad,1358.96,14.1,Yes,High_spent_Large_value_payments,271.03,0
24,Media_Manager,18231.52,6,5.0,15,9.0,36,17.0,1.83,7.0,Bad,1358.96,15.1,Yes,Low_spent_Medium_value_payments,271.9,0
24,Media_Manager,18231.52,6,5.0,15,9.0,35,17.0,1.83,7.0,Bad,1358.96,15.4,Yes,Low_spent_Small_value_payments,239.47,1
42,Lawyer,32148.76,8,5.0,33,7.0,30,21.0,8.22,11.0,Standard,2699.66,17.6,Yes,Low_spent_Small_value_payments,87.12,0
27,Doctor,83062.28,7,9.0,33,5.0,15,17.0,4.52,7.0,Bad,2173.72,16.9,Yes,Low_spent_Medium_value_payments,114.1,0
39,Media_Manager,59477.0,4,7.0,5,3.0,27,15.0,10.46,7.0,Standard,1721.85,13.6,Yes,Low_spent_Medium_value_payments,464.22,1
39,Media_Manager,59477.0,4,7.0,5,3.0,27,17.0,10.46,7.0,Standard,1721.85,13.7,Yes,High_spent_Medium_value_payments,527.97,1
41,Entrepreneur,8856.75,6,5.0,29,5.0,21,16.0,18.07,8.0,Bad,2034.89,6.3,Yes,Low_spent_Medium_value_payments,243.02,0
41,Entrepreneur,8856.75,6,5.0,29,5.0,26,16.0,18.07,8.0,Bad,2034.89,6.6,Yes,High_spent_Large_value_payments,277.43,1
42,Entrepreneur,8856.75,6,5.0,29,5.0,22,19.0,18.07,8.0,Bad,2034.89,6.8,Yes,Low_spent_Small_value_payments,302.2,0
21,Media_Manager,51477.8,3,5.0,8,2.0,16,15.0,15.84,3.0,Standard,478.17,17.1,Yes,High_spent_Medium_value_payments,465.39,1
39,Lawyer,47634.45,10,6.0,20,5.0,14,22.0,3.16,11.0,Bad,1626.64,14.1,Yes,High_spent_Medium_value_payments,324.74,0
39,Lawyer,47634.45,10,6.0,20,5.0,17,23.0,0.1600000000000001,11.0,Bad,1626.64,14.3,Yes,Low_spent_Large_value_payments,171.9,0
39,Lawyer,47634.45,10,6.0,20,5.0,17,23.0,3.16,11.0,Bad,1626.64,14.4,Yes,Low_spent_Small_value_payments,74.58,0
39,Lawyer,47634.45,10,6.0,20,5.0,17,21.0,3.16,13.0,Bad,1626.64,14.5,Yes,Low_spent_Large_value_payments,251.23,1
33,Developer,14263.355,1,7.0,12,2.0,15,11.0,8.75,4.0,Good,542.5,18.5,No,Low_spent_Small_value_payments,293.79,1
33,Developer,14263.355,1,7.0,12,2.0,15,8.0,10.75,4.0,Good,542.5,18.6,No,Low_spent_Medium_value_payments,268.73,1
33,Developer,14263.355,1,7.0,12,2.0,15,10.0,10.75,4.0,Good,542.5,18.7,No,Low_spent_Small_value_payments,276.55,1
35,Teacher,21454.72,3,4.0,5,3.0,26,10.0,10.36,1.0,Standard,990.57,29.11,Yes,High_spent_Small_value_payments,354.43,1
35,Teacher,21454.72,3,4.0,5,3.0,27,10.0,10.36,3.0,Standard,990.57,30.4,Yes,Low_spent_Small_value_payments,347.69,1
14,Teacher,52243.64,8,6.0,11,1.0,20,11.0,11.61,5.0,Standard,1336.5,21.7,Yes,Low_spent_Medium_value_payments,316.3,1
14,Teacher,52243.64,8,6.0,11,1.0,15,13.0,11.61,5.0,Standard,1336.5,21.1,Yes,High_spent_Large_value_payments,605.54,1
14,Teacher,52243.64,8,6.0,11,1.0,11,13.0,15.61,8.0,Standard,1336.5,22.1,Yes,High_spent_Medium_value_payments,597.77,1
24,Manager,42147.89,5,4.0,2,2.0,3,12.0,2.02,2.0,Good,333.7,23.0,No,High_spent_Medium_value_payments,422.42,2
24,Manager,42147.89,5,4.0,2,2.0,9,9.0,2.02,7.0,Good,333.7,23.4,No,Low_spent_Medium_value_payments,344.82,2
37,Entrepreneur,54842.58,8,9.0,29,7.0,29,17.0,25.94,11.0,Bad,3475.69,2.5,Yes,High_spent_Large_value_payments,419.68,0
37,Entrepreneur,54842.58,8,9.0,29,7.0,29,18.0,25.94,11.0,Bad,3475.69,2.9,Yes,High_spent_Medium_value_payments,451.52,0
37,Entrepreneur,54842.58,8,9.0,29,7.0,29,15.0,25.94,11.0,Bad,3475.69,3.0,Yes,Low_spent_Small_value_payments,362.33,1
27,Musician,22870.49,4,4.0,13,1.0,28,11.0,17.92,7.0,Standard,1085.08,31.1,Yes,Low_spent_Large_value_payments,323.46,1
27,Musician,22870.49,4,4.0,13,1.0,29,14.0,15.920000000000002,7.0,Standard,1085.08,32.1,Yes,High_spent_Large_value_payments,363.84,1
27,Musician,22870.49,4,4.0,13,1.0,28,11.0,17.92,7.0,Standard,1085.08,32.2,Yes,Low_spent_Small_value_payments,387.61,0
44,Accountant,52616.28,7,10.0,27,4.0,54,20.0,12.52,8.0,Bad,2592.58,19.4,Yes,High_spent_Small_value_payments,433.31,0
45,Accountant,52616.28,7,10.0,27,4.0,54,19.0,12.52,10.0,Bad,2592.58,19.7,Yes,High_spent_Medium_value_payments,462.92,1
45,Accountant,52616.28,7,10.0,27,4.0,54,19.0,12.52,10.0,Bad,2592.58,19.9,Yes,High_spent_Small_value_payments,357.84,0
45,Accountant,52616.28,7,10.0,27,4.0,54,22.0,12.52,10.0,Bad,2592.58,19.1,Yes,Low_spent_Medium_value_payments,432.86,0
21,Lawyer,37116.66,3,7.0,32,5.0,21,19.0,12.54,8.0,Standard,1353.06,5.7,Yes,Low_spent_Medium_value_payments,171.16,0
22,Lawyer,37116.66,3,7.0,32,5.0,21,21.0,12.54,8.0,Standard,1353.06,5.9,Yes,Low_spent_Small_value_payments,256.44,0
46,Writer,140276.8,5,3.0,5,4.0,10,19.0,8.22,2.0,Standard,817.22,33.0,Yes,High_spent_Large_value_payments,741.89,1
46,Writer,140276.8,5,3.0,5,4.0,10,18.0,8.22,2.0,Standard,817.22,33.4,Yes,Low_spent_Small_value_payments,485.45,1
14,Mechanic,46175.49,6,6.0,18,4.0,38,25.0,8.11,7.0,Bad,2488.96,11.3,Yes,Low_spent_Small_value_payments,141.47,0
14,Mechanic,46175.49,6,6.0,18,4.0,42,25.0,8.11,7.0,Bad,2488.96,11.4,Yes,Low_spent_Small_value_payments,161.48,0
15,Mechanic,46175.49,6,6.0,18,4.0,38,25.0,8.11,7.0,Bad,2488.96,11.7,Yes,Low_spent_Small_value_payments,127.73,0
41,Journalist,39540.78,7,6.0,25,7.0,47,17.0,20.32,12.0,Bad,3506.0,10.3,Yes,Low_spent_Medium_value_payments,232.15,1
41,Journalist,39540.78,8,7.0,25,7.0,47,15.0,26.32,13.0,Bad,3506.0,10.5,Yes,High_spent_Large_value_payments,325.22,1
42,Journalist,39540.78,8,7.0,25,7.0,47,15.0,26.32,13.0,Bad,3506.0,10.8,Yes,High_spent_Medium_value_payments,233.19,1
42,Journalist,39540.78,8,7.0,25,7.0,47,18.0,26.32,13.0,Bad,3506.0,10.9,Yes,High_spent_Medium_value_payments,320.68,1
31,Journalist,142737.36,1,2.0,4,3.0,9,6.0,9.64,2.0,Good,1184.81,24.5,No,High_spent_Medium_value_payments,731.19,2
31,Journalist,142737.36,1,2.0,4,3.0,10,8.0,3.640000000000001,4.0,Good,1184.81,24.8,No,Low_spent_Medium_value_payments,471.25,2
28,Writer,15827.06,9,9.0,29,6.0,20,18.0,5.41,12.0,Bad,2396.06,10.2,Yes,Low_spent_Medium_value_payments,240.85,0
29,Writer,15827.06,9,9.0,29,6.0,20,19.0,5.41,14.0,Bad,2396.06,10.4,Yes,Low_spent_Small_value_payments,190.91,0
29,Writer,15827.06,8,8.0,29,6.0,19,19.0,5.41,14.0,Bad,2396.06,10.6,Yes,Low_spent_Small_value_payments,204.58,0
35,Writer,19703.09,9,9.0,22,7.0,32,15.0,25.51,11.0,Bad,2677.04,5.7,Yes,High_spent_Small_value_payments,250.44,1
41,Mechanic,69707.31,6,6.0,12,2.0,17,8.0,0.99,3.0,Standard,9.65,26.6,No,High_spent_Large_value_payments,614.21,1
41,Mechanic,69707.31,6,6.0,12,2.0,17,10.0,0.99,3.0,Standard,9.65,26.7,No,High_spent_Small_value_payments,359.83,1
39,Developer,64734.84,2,4.0,7,4.0,13,1.0,13.8,3.0,Good,593.94,17.5,No,High_spent_Small_value_payments,486.26,0
39,Developer,64734.84,1,3.0,7,4.0,11,1.0,8.8,3.0,Good,593.94,17.8,No,High_spent_Medium_value_payments,592.94,0
40,Developer,64734.84,1,3.0,7,4.0,9,3.0,8.8,4.0,Good,593.94,17.1,No,Low_spent_Large_value_payments,307.54,0
40,Developer,64734.84,1,3.0,7,4.0,9,1.0,6.800000000000002,4.0,Good,593.94,18.0,No,High_spent_Medium_value_payments,463.59,1
47,Accountant,85953.88,3,3.0,16,4.0,23,18.0,8.55,4.0,Standard,649.07,28.5,Yes,High_spent_Medium_value_payments,552.07,1
47,Accountant,85953.88,3,3.0,16,4.0,23,15.0,17.55,9.0,Standard,649.07,28.6,Yes,Low_spent_Medium_value_payments,401.84,1
47,Accountant,85953.88,3,3.0,16,4.0,22,21.0,15.55,9.0,Standard,649.07,28.7,Yes,High_spent_Large_value_payments,558.45,1
47,Accountant,85953.88,3,3.0,16,4.0,23,20.0,15.55,9.0,Standard,649.07,28.9,Yes,Low_spent_Medium_value_payments,37.34,1
51,Scientist,93847.86,3,4.0,12,3.0,12,5.0,11.52,1.0,Standard,1405.22,15.11,No,High_spent_Medium_value_payments,497.95,1
36,Journalist,19567.0,7,10.0,28,7.0,25,23.0,9.77,6.0,Bad,2202.33,17.11,Yes,Low_spent_Small_value_payments,211.22,0
36,Journalist,19567.0,7,10.0,28,7.0,25,23.0,8.77,6.0,Bad,2202.33,18.0,Yes,High_spent_Medium_value_payments,293.73,0
51,Writer,106876.77,4,5.0,12,1.0,17,20.0,11.24,2.0,Good,356.07,28.1,No,High_spent_Medium_value_payments,770.21,2
51,Writer,106876.77,4,5.0,12,1.0,17,20.0,8.24,2.0,Good,356.07,28.11,No,High_spent_Small_value_payments,730.91,2
42,Musician,90668.85,5,4.0,8,4.0,29,10.0,3.03,3.0,Standard,813.27,25.3,No,High_spent_Medium_value_payments,667.78,1
42,Musician,90668.85,5,4.0,8,4.0,29,10.0,3.03,7.0,Standard,813.27,25.4,No,High_spent_Large_value_payments,720.05,1
42,Musician,90668.85,5,4.0,8,4.0,29,10.0,1.0299999999999998,7.0,Standard,813.27,25.5,No,Low_spent_Medium_value_payments,606.16,1
42,Musician,90668.85,5,4.0,8,4.0,29,10.0,3.03,7.0,Standard,813.27,25.8,No,High_spent_Large_value_payments,723.66,1
20,Doctor,35221.43,5,3.0,1,4.0,24,2.0,3.66,1.0,Good,624.7,29.4,No,Low_spent_Medium_value_payments,333.28,0
35,Musician,14489.925,3,3.0,18,1.0,26,14.0,9.91,4.0,Standard,1339.99,32.1,No,Low_spent_Small_value_payments,301.97,1
36,Musician,14489.925,3,3.0,18,1.0,26,11.0,9.91,4.0,Standard,1339.99,33.1,No,Low_spent_Medium_value_payments,267.39,1
36,Musician,14489.925,3,3.0,18,1.0,26,12.0,9.91,4.0,Standard,1339.99,33.2,No,High_spent_Medium_value_payments,309.12,1
25,Architect,93561.72,4,4.0,12,4.0,28,16.0,11.78,7.0,Standard,469.43,31.8,Yes,High_spent_Large_value_payments,674.96,1
25,Architect,93561.72,4,4.0,12,4.0,29,19.0,11.78,10.0,Standard,469.43,31.9,Yes,High_spent_Medium_value_payments,565.01,1
25,Architect,93561.72,4,4.0,12,4.0,32,16.0,6.779999999999999,10.0,Standard,469.43,31.11,Yes,High_spent_Large_value_payments,648.37,1
24,Writer,127559.68,3,6.0,11,3.0,6,5.0,10.32,2.0,Good,1271.78,26.9,No,Low_spent_Medium_value_payments,535.43,2
24,Writer,127559.68,3,6.0,11,3.0,6,4.0,10.32,2.0,Good,1271.78,26.11,No,Low_spent_Small_value_payments,655.85,1
41,Engineer,72617.54999999999,3,4.0,5,2.0,18,13.0,3.02,2.0,Good,1475.91,28.1,No,Low_spent_Small_value_payments,491.83,0
30,Architect,48053.61,7,8.0,17,5.0,52,20.0,7.85,9.0,Bad,2141.5,20.1,Yes,Low_spent_Large_value_payments,241.04,0
53,Media_Manager,32276.42,5,6.0,17,1.0,24,18.0,9.03,3.0,Standard,615.38,31.11,Yes,Low_spent_Small_value_payments,277.66,1
54,Media_Manager,32276.42,5,6.0,17,1.0,29,18.0,9.03,3.0,Standard,615.38,32.1,Yes,Low_spent_Small_value_payments,442.17,0
25,Doctor,42812.02,5,5.0,10,5.0,5,18.0,8.69,5.0,Standard,144.39,7.1,Yes,Low_spent_Small_value_payments,264.44,1
25,Doctor,42812.02,5,5.0,10,5.0,11,18.0,11.69,5.0,Standard,144.39,7.2,Yes,Low_spent_Small_value_payments,363.51,1
25,Doctor,42812.02,5,5.0,10,5.0,12,18.0,11.69,5.0,Standard,144.39,7.4,Yes,Low_spent_Large_value_payments,383.59,1
28,Media_Manager,66575.2,5,4.0,2,2.0,8,5.0,8.96,6.0,Good,985.64,17.0,No,Low_spent_Small_value_payments,272.06,1
28,Media_Manager,66575.2,5,4.0,2,2.0,12,2.0,2.96,6.0,Good,985.64,17.1,No,High_spent_Medium_value_payments,616.28,2
28,Media_Manager,66575.2,5,4.0,2,2.0,8,2.0,2.96,6.0,Good,985.64,17.3,No,High_spent_Medium_value_payments,644.4,2
43,Media_Manager,45408.84,7,7.0,26,6.0,25,18.0,8.01,8.0,Bad,1959.01,10.9,Yes,High_spent_Large_value_payments,453.16,0
43,Media_Manager,45408.84,7,7.0,26,6.0,25,18.0,8.01,9.0,Bad,1959.01,10.1,Yes,Low_spent_Small_value_payments,145.68,0
43,Media_Manager,45408.84,7,7.0,26,6.0,25,18.0,8.01,9.0,Bad,1959.01,10.11,Yes,Low_spent_Small_value_payments,252.21,0
43,Media_Manager,45408.84,7,7.0,26,6.0,25,18.0,8.01,9.0,Bad,1959.01,11.0,Yes,High_spent_Medium_value_payments,467.36,0
43,Media_Manager,45408.84,7,7.0,26,6.0,25,18.0,8.01,9.0,Bad,1959.01,11.4,Yes,High_spent_Small_value_payments,348.79,0
38,Developer,48755.5,5,6.0,1,2.0,22,13.0,8.46,3.0,Standard,918.88,20.9,No,High_spent_Medium_value_payments,455.72,1
38,Developer,48755.5,5,6.0,1,2.0,24,13.0,1.4600000000000009,3.0,Standard,918.88,20.1,No,High_spent_Large_value_payments,491.31,1
38,Developer,48755.5,5,6.0,1,2.0,24,10.0,8.46,3.0,Standard,918.88,21.2,No,High_spent_Large_value_payments,498.86,1
39,Developer,48755.5,5,6.0,1,2.0,24,13.0,8.46,3.0,Standard,918.88,21.3,No,High_spent_Large_value_payments,464.57,1
39,Developer,48755.5,5,6.0,1,2.0,24,13.0,8.46,3.0,Standard,918.88,21.4,No,High_spent_Medium_value_payments,449.91,1
47,Mechanic,114201.56,3,7.0,12,1.0,2,7.0,4.26,1.0,Good,1490.4,27.7,No,Low_spent_Medium_value_payments,360.16,1
33,Engineer,133057.88999999998,5,7.0,8,4.0,11,6.0,3.76,3.0,Good,1344.45,21.9,No,High_spent_Medium_value_payments,549.88,1
33,Engineer,133057.88999999998,5,7.0,8,4.0,11,3.0,3.76,3.0,Good,1344.45,21.11,No,Low_spent_Medium_value_payments,423.81,2
33,Engineer,133057.88999999998,5,7.0,8,4.0,11,3.0,3.76,3.0,Good,1344.45,22.2,No,High_spent_Small_value_payments,745.52,2
23,Architect,20835.39,3,3.0,1,4.0,13,12.0,16.64,3.0,Good,1491.94,22.4,No,Low_spent_Small_value_payments,320.04,0
23,Architect,20835.39,3,3.0,1,4.0,15,12.0,11.64,3.0,Good,1491.94,22.5,No,Low_spent_Medium_value_payments,270.44,0
23,Architect,20835.39,3,3.0,1,4.0,14,13.0,9.64,5.0,Good,1491.94,22.8,No,High_spent_Medium_value_payments,322.37,1
47,Architect,15624.68,7,4.0,17,1.0,26,10.0,2.26,4.0,Standard,274.91,25.1,Yes,Low_spent_Medium_value_payments,368.18,1
47,Architect,15624.68,7,4.0,17,1.0,26,10.0,2.26,4.0,Standard,274.91,25.4,Yes,Low_spent_Medium_value_payments,309.94,1
53,Architect,32707.14,5,6.0,20,1.0,30,8.0,2.97,3.0,Standard,405.07,23.4,Yes,High_spent_Large_value_payments,446.92,1
53,Architect,32707.14,5,6.0,20,1.0,30,9.0,2.97,4.0,Standard,405.07,23.7,Yes,High_spent_Medium_value_payments,460.52,1
53,Architect,32707.14,5,6.0,20,1.0,30,12.0,2.97,4.0,Standard,405.07,23.1,Yes,Low_spent_Medium_value_payments,369.45,0
54,Architect,32707.14,5,6.0,20,1.0,30,9.0,1.97,4.0,Standard,405.07,23.11,Yes,Low_spent_Medium_value_payments,448.21,1
21,Journalist,50352.09,3,7.0,15,2.0,7,8.0,18.13,6.0,Standard,1385.99,16.8,Yes,High_spent_Medium_value_payments,559.31,0
21,Journalist,50352.09,3,7.0,15,2.0,12,9.0,18.13,6.0,Standard,1385.99,16.11,Yes,High_spent_Medium_value_payments,489.86,0
24,Developer,73458.16,1,4.0,5,4.0,8,1.0,5.31,3.0,Good,121.79,16.6,No,Low_spent_Medium_value_payments,122.54,1
24,Developer,73458.16,1,4.0,5,4.0,8,1.0,5.31,5.0,Good,121.79,16.9,No,Low_spent_Small_value_payments,263.04,1
41,Engineer,99600.92,6,3.0,9,1.0,31,8.0,7.289999999999999,3.0,Standard,490.95,27.3,No,Low_spent_Large_value_payments,788.51,2
42,Media_Manager,13019.77,7,4.0,13,1.0,10,13.0,0.92,3.0,Standard,937.2,25.11,No,Low_spent_Small_value_payments,292.6,0
42,Media_Manager,13019.77,7,4.0,13,1.0,10,15.0,0.92,3.0,Standard,937.2,26.0,No,Low_spent_Small_value_payments,288.54,0
42,Media_Manager,13019.77,7,4.0,13,1.0,10,13.0,0.92,3.0,Standard,937.2,26.1,No,Low_spent_Small_value_payments,272.49,0
41,Doctor,22694.46,3,3.0,19,2.0,10,10.0,2.59,4.0,Standard,679.1,17.11,No,High_spent_Medium_value_payments,359.5,1
41,Doctor,22694.46,3,3.0,19,2.0,10,10.0,2.59,4.0,Standard,679.1,18.0,No,Low_spent_Small_value_payments,379.18,1
41,Doctor,22694.46,3,3.0,19,2.0,11,11.0,2.59,4.0,Standard,679.1,18.2,No,High_spent_Small_value_payments,351.71,1
20,Scientist,28187.35,6,5.0,12,4.0,8,15.0,14.09,4.0,Standard,321.76,15.8,Yes,High_spent_Medium_value_payments,350.03,1
20,Scientist,28187.35,6,5.0,12,4.0,8,13.0,10.09,4.0,Standard,321.76,15.1,Yes,High_spent_Small_value_payments,335.63,1
21,Scientist,28187.35,6,5.0,12,4.0,8,12.0,15.09,9.0,Standard,321.76,16.1,Yes,Low_spent_Small_value_payments,186.38,1
21,Scientist,28187.35,6,5.0,12,4.0,8,14.0,15.09,9.0,Standard,321.76,16.2,Yes,Low_spent_Large_value_payments,258.18,1
21,Scientist,28187.35,6,5.0,12,4.0,8,14.0,20.09,9.0,Standard,321.76,16.3,Yes,High_spent_Large_value_payments,350.77,1
22,Journalist,29498.09,2,4.0,1,2.0,9,2.0,2.58,3.0,Good,565.26,27.2,No,Low_spent_Small_value_payments,281.86,2
34,Lawyer,15185.65,8,9.0,27,3.0,43,15.0,17.75,12.0,Standard,2265.53,15.1,Yes,High_spent_Small_value_payments,324.74,0
37,Teacher,86775.4,4,7.0,7,1.0,19,20.0,11.49,3.0,Standard,1421.81,26.2,No,Low_spent_Medium_value_payments,359.63,1
38,Teacher,86775.4,4,7.0,7,1.0,18,18.0,11.49,3.0,Standard,1421.81,26.3,No,High_spent_Small_value_payments,440.72,1
38,Teacher,86775.4,4,7.0,7,1.0,18,20.0,11.49,4.0,Standard,1421.81,26.6,No,Low_spent_Medium_value_payments,374.4,2
38,Teacher,86775.4,4,7.0,7,1.0,18,20.0,11.49,4.0,Standard,1421.81,26.8,No,Low_spent_Large_value_payments,520.12,2
22,Writer,101926.95,4,4.0,9,1.0,13,7.0,10.26,2.0,Standard,1058.0,19.1,No,High_spent_Medium_value_payments,744.58,1
45,Musician,96683.48,7,7.0,11,4.0,18,17.0,1.7699999999999996,1.0,Good,1084.27,16.1,No,Low_spent_Small_value_payments,182.66,0
45,Musician,96683.48,7,7.0,11,4.0,18,17.0,5.77,1.0,Good,1084.27,16.11,No,High_spent_Large_value_payments,751.21,0
46,Musician,96683.48,7,7.0,11,4.0,18,15.0,0.7699999999999996,1.0,Good,1084.27,17.4,No,High_spent_Medium_value_payments,610.74,1
40,Journalist,83079.72,6,3.0,5,3.0,8,13.0,16.96,6.0,Standard,780.22,14.11,Yes,High_spent_Medium_value_payments,672.68,1
41,Journalist,83079.72,6,3.0,5,3.0,4,13.0,16.96,11.0,Standard,780.22,15.4,Yes,Low_spent_Large_value_payments,296.04,1
30,Developer,8958.715,4,7.0,18,4.0,9,9.0,14.49,9.0,Standard,2133.24,19.7,Yes,Low_spent_Small_value_payments,245.14,1
30,Developer,8958.715,4,7.0,18,4.0,7,7.0,14.49,9.0,Standard,2133.24,19.11,Yes,High_spent_Large_value_payments,287.92,1
30,Developer,8958.715,4,7.0,18,4.0,10,9.0,14.49,9.0,Standard,2133.24,20.0,Yes,Low_spent_Small_value_payments,318.08,1
40,Mechanic,30493.34,5,5.0,11,4.0,13,7.0,7.11,2.0,Good,448.51,23.5,No,Low_spent_Small_value_payments,324.57,1
40,Mechanic,30493.34,5,5.0,11,4.0,13,7.0,7.11,2.0,Good,448.51,23.8,No,High_spent_Small_value_payments,278.04,1
40,Mechanic,30493.34,5,5.0,11,4.0,13,4.0,7.11,2.0,Good,448.51,23.1,No,Low_spent_Small_value_payments,144.09,1
40,Mechanic,30493.34,5,5.0,11,4.0,11,10.0,2.1100000000000003,2.0,Good,448.51,23.11,No,Low_spent_Large_value_payments,259.24,1
40,Mechanic,30493.34,5,5.0,11,4.0,13,7.0,7.11,2.0,Good,448.51,24.0,No,High_spent_Medium_value_payments,313.2,1
49,Developer,85710.48,6,4.0,5,3.0,12,20.0,9.08,4.0,Good,434.31,17.3,No,High_spent_Medium_value_payments,516.85,1
42,Journalist,7379.345,8,4.0,14,2.0,1,16.0,18.83,6.0,Standard,2592.0,14.3,Yes,Low_spent_Small_value_payments,298.92,1
43,Journalist,7379.345,8,4.0,14,2.0,5,16.0,18.83,6.0,Standard,2592.0,14.5,Yes,Low_spent_Large_value_payments,281.27,1
43,Journalist,7379.345,8,4.0,14,2.0,5,16.0,18.83,6.0,Standard,2592.0,14.7,Yes,Low_spent_Large_value_payments,291.35,1
43,Journalist,7379.345,8,4.0,14,2.0,5,16.0,17.83,6.0,Standard,2592.0,14.8,Yes,Low_spent_Medium_value_payments,277.19,1
46,Accountant,38873.01,5,7.0,12,4.0,12,11.0,5.42,4.0,Good,17.87,28.2,No,Low_spent_Large_value_payments,399.11,2
46,Accountant,38873.01,5,7.0,12,4.0,12,10.0,5.42,8.0,Good,17.87,28.4,No,High_spent_Small_value_payments,402.19,2
41,Musician,10094.05,7,7.0,18,2.0,7,13.0,17.91,2.0,Standard,695.09,17.6,Yes,Low_spent_Small_value_payments,257.56,1
41,Musician,10094.05,7,7.0,18,2.0,8,13.0,17.91,7.0,Standard,695.09,17.7,Yes,High_spent_Small_value_payments,281.86,1
27,Doctor,15155.81,7,4.0,33,3.0,22,11.0,8.3,7.0,Standard,1970.9,14.3,Yes,Low_spent_Small_value_payments,305.31,0
27,Doctor,15155.81,7,4.0,33,3.0,22,11.0,8.3,7.0,Standard,1970.9,14.4,Yes,Low_spent_Large_value_payments,265.92,0
28,Doctor,15155.81,7,4.0,33,3.0,22,13.0,8.3,7.0,Standard,1970.9,14.7,Yes,Low_spent_Small_value_payments,309.55,0
45,Entrepreneur,16410.3,7,6.0,33,4.0,33,17.0,6.75,12.0,Bad,1667.65,5.1,Yes,Low_spent_Medium_value_payments,258.86,0
45,Entrepreneur,16410.3,7,6.0,33,4.0,33,16.0,12.75,12.0,Bad,1667.65,6.1,Yes,Low_spent_Medium_value_payments,296.81,1
45,Entrepreneur,16410.3,7,6.0,33,4.0,33,17.0,6.75,12.0,Bad,1667.65,6.2,Yes,Low_spent_Small_value_payments,185.82,0
22,Mechanic,96148.05,4,5.0,20,4.0,18,19.0,8.16,4.0,Standard,1244.79,27.2,No,Low_spent_Medium_value_payments,112.8,1
23,Mechanic,96148.05,4,5.0,20,4.0,12,19.0,8.16,4.0,Standard,1244.79,27.5,No,High_spent_Small_value_payments,657.11,1
17,Engineer,60078.27,5,7.0,11,4.0,8,9.0,7.72,9.0,Standard,2198.8,15.8,Yes,Low_spent_Large_value_payments,200.66,0
17,Engineer,60078.27,5,7.0,11,4.0,11,9.0,12.72,9.0,Standard,2198.8,15.9,Yes,Low_spent_Large_value_payments,350.68,0
17,Engineer,60078.27,5,7.0,11,4.0,8,9.0,7.72,9.0,Standard,2198.8,15.1,Yes,High_spent_Medium_value_payments,483.65,0
29,Mechanic,33900.04,6,5.0,12,3.0,21,20.0,18.38,5.0,Standard,593.26,18.9,Yes,Low_spent_Large_value_payments,371.91,1
29,Mechanic,33900.04,6,5.0,12,3.0,24,18.0,16.38,5.0,Standard,593.26,19.0,Yes,Low_spent_Small_value_payments,296.29,1
29,Mechanic,33900.04,6,5.0,12,3.0,21,20.0,16.38,5.0,Standard,593.26,19.3,Yes,High_spent_Medium_value_payments,395.39,1
54,Engineer,15173.47,4,5.0,20,3.0,25,9.0,9.45,4.0,Standard,313.08,31.1,Yes,Low_spent_Small_value_payments,275.26,1
55,Engineer,15173.47,4,5.0,20,3.0,29,12.0,9.45,7.0,Standard,313.08,31.3,Yes,Low_spent_Large_value_payments,327.7,1
